Node_ID,Main_Tag,Detailed_Tag
41767737,Moda_Lusso,Puro_Moda_Lusso
41768716,Moda_Lusso,Puro_Moda_Lusso
41773080,Moda_Lusso,Puro_Moda_Lusso
41806402,Moda_Lusso,Puro_Moda_Lusso
41809114,Fumetti_Manga,Puro_Fumetti_Manga
41818491,Generalista,Generalista
41822134,Generalista,Generalista
41835068,Generalista,Generalista
41839758,Moda_Lusso,Puro_Moda_Lusso
41841453,Moda_Lusso,Puro_Moda_Lusso
41864353,Generalista,Debole_Moda_Lusso
41878405,Generalista,Debole_Moda_Lusso
41880771,Moda_Lusso,Puro_Moda_Lusso
41888840,Generalista,Debole_Moda_Lusso
41902799,Media_Vinili,Puro_Media_Vinili
41905826,Generalista,Debole_Gaming_Console
41923835,Generalista,Generalista_Puro
41935970,Tech_Elettronica,Puro_Tech_Elettronica
41948423,Generalista,Generalista
41960805,Carte_TCG,Puro_Carte_TCG
41965832,Generalista,Generalista
41966956,Generalista,Generalista
41988400,Moda_Lusso,Puro_Moda_Lusso
