Node_ID,main_tag,detailed_tag,in_degree,out_degree,pagerank,betweenness,Community,Community_Label
183741309,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
279552105,Generalista,Debole_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
115348948,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
63066907,Multi_category,Multi_category_Action_Figure_Moda_Lusso,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
250939845,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
252639503,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
52708453,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
79232830,Multi_category,Multi_category_Fumetti_Manga_Action_Figure,6.048874909266876e-05,0.00012097749818533752,4.0150514492276785e-05,0.01930100659154652,13,13 - ACTION FIGURE (Misto)
119514796,Moda_Lusso,Puro_Moda_Lusso,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
89727946,Media_Vinili,Puro_Media_Vinili,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
57924260,Generalista,Debole_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
142874248,Moda_Lusso,Puro_Moda_Lusso,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
